date,code,name,open,high,low,close,volume
2024-11-05,D002,演示保险,19.8019,19.8829,19.6935,19.7743,4478994
2024-11-06,D002,演示保险,19.3915,19.8009,18.7402,19.1444,3511780
2024-11-07,D002,演示保险,19.1143,19.1826,19.0261,19.0943,6917715
2024-11-08,D002,演示保险,18.9276,19.1297,18.6171,18.818,4391209
2024-11-11,D002,演示保险,18.6979,18.8542,18.4632,18.6187,3634329
2024-11-12,D002,演示保险,18.5508,18.6554,18.4014,18.5057,3284574
2024-11-13,D002,演示保险,18.4819,18.5427,18.4053,18.466,5020402
2024-11-14,D002,演示保险,18.1466,18.4932,17.597,17.9397,4610307
2024-11-15,D002,演示保险,17.8987,17.9753,17.795,17.8715,4767459
2024-11-18,D002,演示保险,17.8326,17.907,17.7323,17.8067,1938778
2024-11-19,D002,演示保险,17.828,17.8992,17.771,17.8422,4439361
2024-11-20,D002,演示保险,17.8157,17.8778,17.7361,17.7981,5082039
2024-11-21,D002,演示保险,17.8231,17.9007,17.7624,17.8399,6064094
2024-11-22,D002,演示保险,17.788,17.8752,17.6666,17.7536,2982731
2024-11-25,D002,演示保险,17.8774,18.1227,17.7164,17.9609,5524754
2024-11-26,D002,演示保险,18.1453,18.4958,17.9215,18.2704,4304595
2024-11-27,D002,演示保险,18.1976,18.3063,18.0409,18.1494,4410961
2024-11-28,D002,演示保险,18.0404,18.1843,17.8251,17.9685,5139501
2024-11-29,D002,演示保险,18.148,18.49,17.9292,18.2697,3088250
2024-12-02,D002,演示保险,18.3442,18.5062,18.2325,18.3942,4520695
2024-12-03,D002,演示保险,18.3853,18.431,18.3337,18.3793,5228218
2024-12-04,D002,演示保险,18.4337,18.5619,18.3422,18.4702,6420892
2024-12-05,D002,演示保险,18.4828,18.5408,18.4332,18.4912,4058844
2024-12-06,D002,演示保险,18.5649,18.726,18.4536,18.6144,3335188
2024-12-09,D002,演示保险,18.4694,18.6495,18.1949,18.374,4336436
2024-12-10,D002,演示保险,18.5994,19.0223,18.3321,18.7528,6151662
2024-12-11,D002,演示保险,19.0323,19.5511,18.7077,19.2233,6351817
2024-12-12,D002,演示保险,19.3971,19.7314,19.1818,19.5148,5521010
2024-12-13,D002,演示保险,19.497,19.5537,19.4286,19.4853,4183137
2024-12-16,D002,演示保险,19.3758,19.523,19.1568,19.3034,5347966
2024-12-17,D002,演示保险,19.194,19.3408,18.9756,19.1218,4322677
2024-12-18,D002,演示保险,19.16,19.2622,19.0834,19.1855,4226582
2024-12-19,D002,演示保险,19.0774,19.2226,18.8614,19.0061,6720394
2024-12-20,D002,演示保险,18.987,19.044,18.9174,18.9743,6221485
2024-12-23,D002,演示保险,18.9974,19.0739,18.9363,19.0128,1818134
2024-12-24,D002,演示保险,19.0204,19.0713,18.9747,19.0255,10468125
2024-12-25,D002,演示保险,19.0825,19.2163,18.9871,19.1207,3947535
2024-12-26,D002,演示保险,19.2983,19.639,19.0793,19.4186,7675420
2024-12-27,D002,演示保险,19.4543,19.5529,19.3796,19.4781,3978187
2024-12-30,D002,演示保险,19.5452,19.697,19.4386,19.5902,6817377
2024-12-31,D002,演示保险,19.5148,19.6287,19.3511,19.4648,5479722
2025-01-01,D002,演示保险,19.4516,19.5037,19.3907,19.4428,4846895
2025-01-02,D002,演示保险,19.5151,19.6756,19.4033,19.5636,2244674
2025-01-03,D002,演示保险,19.4864,19.602,19.32,19.4353,5724559
2025-01-06,D002,演示保险,19.3231,19.4729,19.0997,19.249,5997299
2025-01-07,D002,演示保险,19.2236,19.2874,19.1429,19.2067,2862705
2025-01-08,D002,演示保险,19.1766,19.245,19.0883,19.1566,4048997
2025-01-09,D002,演示保险,19.0473,19.1936,18.8293,18.9751,2229514
2025-01-10,D002,演示保险,18.9353,19.0128,18.8313,18.9088,2069599
2025-01-13,D002,演示保险,18.9077,18.9466,18.8682,18.907,5328218
2025-01-14,D002,演示保险,19.0699,19.3846,18.8665,19.18,3282870
2025-01-15,D002,演示保险,19.2148,19.3114,19.1415,19.238,5004088
2025-01-16,D002,演示保险,19.0303,19.2724,18.6539,18.8943,4253719
2025-01-17,D002,演示保险,18.9563,19.0983,18.856,18.9979,6108022
2025-01-20,D002,演示保险,19.3322,19.9492,18.9493,19.5617,4325700
2025-01-21,D002,演示保险,19.7018,19.9784,19.5206,19.7964,6319942
2025-01-22,D002,演示保险,19.8142,19.8837,19.7567,19.8261,3402159
2025-01-23,D002,演示保险,19.5106,19.8569,18.9631,19.3058,2160188
2025-01-24,D002,演示保险,19.4026,19.6046,19.2661,19.4677,7066214
2025-01-27,D002,演示保险,19.5799,19.8085,19.4274,19.6554,7071780
2025-01-28,D002,演示保险,19.6066,19.6944,19.4865,19.5742,3233060
2025-01-29,D002,演示保险,19.5317,19.6131,19.4223,19.5035,6505660
2025-01-30,D002,演示保险,19.2813,19.5379,18.8812,19.1359,2742442
2025-01-31,D002,演示保险,19.1438,19.1953,19.0976,19.1491,8229054
2025-02-03,D002,演示保险,19.1862,19.2868,19.1106,19.211,7273724
2025-02-04,D002,演示保险,19.2863,19.4513,19.172,19.3367,2840096
2025-02-05,D002,演示保险,19.2259,19.3741,19.0051,19.1528,4076533
2025-02-06,D002,演示保险,19.0958,19.1907,18.9632,19.0579,3346245
2025-02-07,D002,演示保险,18.9207,19.0941,18.6577,18.8303,4557859
2025-02-10,D002,演示保险,18.9805,19.2731,18.7904,19.082,6841400
2025-02-11,D002,演示保险,19.1442,19.287,19.0434,19.1859,3247651
2025-02-12,D002,演示保险,19.4218,19.8642,19.1422,19.5823,10313920
2025-02-13,D002,演示保险,19.7878,20.1776,19.5391,19.9272,4342452
2025-02-14,D002,演示保险,19.6912,19.9619,19.2683,19.537,4959930
2025-02-17,D002,演示保险,19.6586,19.9036,19.4964,19.7406,5952705
2025-02-18,D002,演示保险,19.5486,19.7766,19.1961,19.4227,3565320
2025-02-19,D002,演示保险,19.3911,19.4614,19.2998,19.37,4719199
2025-02-20,D002,演示保险,19.2549,19.4074,19.027,19.1789,8185003
2025-02-21,D002,演示保险,19.2759,19.4779,19.1395,19.3411,4156316
2025-02-24,D002,演示保险,19.3457,19.3922,19.3024,19.3488,5586326
2025-02-25,D002,演示保险,19.4457,19.648,19.3091,19.5109,4430836
2025-02-26,D002,演示保险,19.513,19.5555,19.4719,19.5144,8754602
2025-02-27,D002,演示保险,19.2141,19.5452,18.6913,19.019,3438700
2025-02-28,D002,演示保险,19.1412,19.3858,18.9794,19.2234,6514121
2025-03-03,D002,演示保险,19.3368,19.5669,19.1836,19.4131,4557599
2025-03-04,D002,演示保险,19.5278,19.7605,19.3729,19.605,6314583
2025-03-05,D002,演示保险,19.4303,19.6413,19.1059,19.3156,7630474
2025-03-06,D002,演示保险,19.1428,19.3513,18.8221,19.0294,6914518
2025-03-07,D002,演示保险,19.0992,19.2547,18.9907,19.146,4776400
2025-03-10,D002,演示保险,19.3015,19.6039,19.1053,19.4066,5333561
2025-03-11,D002,演示保险,19.4627,19.5957,19.3674,19.5002,4268976
2025-03-12,D002,演示保险,19.3195,19.5361,18.9856,19.2008,3261112
2025-03-13,D002,演示保险,19.2771,19.4439,19.1618,19.3283,3495377
2025-03-14,D002,演示保险,19.2537,19.3663,19.0919,19.2042,6516012
2025-03-17,D002,演示保险,19.1362,19.2421,18.9855,19.0911,3275937
2025-03-18,D002,演示保险,19.0657,19.1292,18.9853,19.0487,6835110
2025-03-19,D002,演示保险,19.0489,19.0874,19.0106,19.0491,4649254
2025-03-20,D002,演示保险,19.0828,19.1773,19.0108,19.1053,5934545
2025-03-21,D002,演示保险,19.1575,19.2834,19.0668,19.1925,4563855
2025-03-24,D002,演示保险,19.1279,19.2303,18.9829,19.0851,4048079
2025-03-25,D002,演示保险,19.1054,19.1775,19.0469,19.1189,6352453
2025-03-26,D002,演示保险,18.9418,19.1541,18.6145,18.8255,8270998
2025-03-27,D002,演示保险,18.6404,18.8598,18.3011,18.519,3974958
2025-03-28,D002,演示保险,18.5343,18.5969,18.4819,18.5445,2170397
2025-03-31,D002,演示保险,18.6268,18.8027,18.5067,18.6821,2657860
2025-04-01,D002,演示保险,18.5885,18.7185,18.397,18.5266,3653936
2025-04-02,D002,演示保险,18.598,18.7552,18.4889,18.6459,6444401
2025-04-03,D002,演示保险,18.6962,18.8179,18.6083,18.7298,4927604
2025-04-04,D002,演示保险,18.7518,18.8261,18.6923,18.7665,6290866
2025-04-07,D002,演示保险,18.8327,18.9815,18.7285,18.877,3976549
2025-04-08,D002,演示保险,18.863,18.9147,18.8019,18.8536,5554671
2025-04-09,D002,演示保险,18.6182,18.886,18.199,18.4645,5940745
2025-04-10,D002,演示保险,18.3948,18.5009,18.2426,18.3485,7090054
2025-04-11,D002,演示保险,18.2599,18.3843,18.0772,18.2012,3926352
2025-04-14,D002,演示保险,18.217,18.2799,18.1648,18.2276,6536645
2025-04-15,D002,演示保险,18.343,18.5748,18.1897,18.4208,8432088
2025-04-16,D002,演示保险,18.2912,18.4559,18.0419,18.2058,2634920
2025-04-17,D002,演示保险,18.218,18.2749,18.1693,18.2262,5454882
2025-04-18,D002,演示保险,18.1758,18.2623,18.056,18.1424,3111333
2025-04-21,D002,演示保险,18.2962,18.594,18.1036,18.4002,6437838
2025-04-22,D002,演示保险,18.4526,18.5773,18.3631,18.4877,6945089
2025-04-23,D002,演示保险,18.6282,18.9035,18.4486,18.723,6855091
2025-04-24,D002,演示保险,18.5618,18.7579,18.261,18.4559,7739967
2025-04-25,D002,演示保险,18.3374,18.4913,18.1061,18.2593,6378723
2025-04-28,D002,演示保险,18.2534,18.2958,18.2072,18.2495,2524294
2025-04-29,D002,演示保险,18.1226,18.2843,17.878,18.0389,6469818
2025-04-30,D002,演示保险,18.0864,18.2021,18.0026,18.1181,4118068
2025-05-01,D002,演示保险,18.1059,18.1543,18.0493,18.0977,5145269
2025-05-02,D002,演示保险,17.9971,18.1328,17.7955,17.9306,4733570
2025-05-05,D002,演示保险,17.919,17.9665,17.8637,17.9112,11342013
2025-05-06,D002,演示保险,17.7607,17.9446,17.4788,17.6617,4682231
2025-05-07,D002,演示保险,17.6733,17.728,17.6263,17.681,2984168
2025-05-08,D002,演示保险,17.6289,17.716,17.5073,17.5943,4822824
2025-05-09,D002,演示保险,17.7051,17.9277,17.5577,17.7797,6737010
2025-05-12,D002,演示保险,17.733,17.815,17.6202,17.702,4943986
2025-05-13,D002,演示保险,17.8728,18.1992,17.6635,17.9885,5744608
2025-05-14,D002,演示保险,18.0539,18.2,17.952,18.0978,11146053
2025-05-15,D002,演示保险,18.0302,18.1335,17.8824,17.9854,5131445
2025-05-16,D002,演示保险,17.8825,18.0202,17.6774,17.8145,4324576
2025-05-19,D002,演示保险,17.7906,17.8501,17.7153,17.7747,5481240
2025-05-20,D002,演示保险,17.6747,17.8091,17.4747,17.6086,7848954
2025-05-21,D002,演示保险,17.6906,17.8639,17.5726,17.7456,3587498
2025-05-22,D002,演示保险,17.711,17.7809,17.6181,17.688,8460598
2025-05-23,D002,演示保险,17.7976,18.0184,17.6512,17.8714,4443970
2025-05-26,D002,演示保险,17.8922,17.9628,17.8356,17.9061,4865750
2025-05-27,D002,演示保险,17.9484,18.0551,17.87,17.9766,3599937
2025-05-28,D002,演示保险,17.8123,18.0098,17.5082,17.7044,4147978
2025-05-29,D002,演示保险,17.8389,18.1023,17.667,17.9296,6907424
2025-05-30,D002,演示保险,18.0048,18.1672,17.8931,18.0552,6390720
2025-06-02,D002,演示保险,18.0745,18.143,18.019,18.0874,4321265
2025-06-03,D002,演示保险,17.9887,18.1225,17.7902,17.9235,3532686
2025-06-04,D002,演示保险,17.9367,17.9945,17.8876,17.9455,5713149
2025-06-05,D002,演示保险,17.8934,17.981,17.7713,17.8588,4268127
2025-06-06,D002,演示保险,18.024,18.3409,17.8202,18.1358,4987486
2025-06-09,D002,演示保险,18.2059,18.36,18.099,18.2529,4193766
2025-06-10,D002,演示保险,18.3977,18.6802,18.2141,18.4956,7016678
2025-06-11,D002,演示保险,18.452,18.5324,18.3429,18.4231,3168675
2025-06-12,D002,演示保险,18.3309,18.459,18.1422,18.2699,3939043
2025-06-13,D002,演示保险,18.2227,18.3061,18.1081,18.1914,6371302
2025-06-16,D002,演示保险,18.2908,18.4951,18.1539,18.3577,6333334
2025-06-17,D002,演示保险,18.3381,18.3943,18.2688,18.325,5820070
2025-06-18,D002,演示保险,18.4522,18.7043,18.2866,18.5379,5260852
2025-06-19,D002,演示保险,18.7132,19.0486,18.4977,18.8318,4649348
2025-06-20,D002,演示保险,18.7904,18.8692,18.6841,18.7628,4461144
2025-06-23,D002,演示保险,18.8461,19.024,18.7245,18.902,5022992
2025-06-24,D002,演示保险,18.8232,18.9391,18.6553,18.771,2664240
2025-06-25,D002,演示保险,18.6736,18.8075,18.4757,18.6092,5774994
2025-06-26,D002,演示保险,18.4468,18.6437,18.1444,18.3402,5418845
2025-06-27,D002,演示保险,18.2747,18.3763,18.1299,18.2313,6443783
2025-06-30,D002,演示保险,18.06,18.2647,17.744,17.9475,2903490
2025-07-01,D002,演示保险,17.8671,17.9826,17.6987,17.8139,6286584
2025-07-02,D002,演示保险,17.7969,17.8495,17.7331,17.7856,3569417
2025-07-03,D002,演示保险,17.816,17.9026,17.7499,17.8364,4254545
2025-07-04,D002,演示保险,17.8901,18.0162,17.8003,17.9262,2457652
2025-07-07,D002,演示保险,17.8365,17.9611,17.6531,17.7772,3791716
2025-07-08,D002,演示保险,17.7245,17.8124,17.6018,17.6895,4645929
2025-07-09,D002,演示保险,17.519,17.7219,17.2056,17.4071,5801978
2025-07-10,D002,演示保险,17.4915,17.6687,17.3715,17.5482,3749503
2025-07-11,D002,演示保险,17.5039,17.583,17.3954,17.4745,7459911
2025-07-14,D002,演示保险,17.4508,17.5093,17.3767,17.4351,8489393
2025-07-15,D002,演示保险,17.2443,17.4662,16.899,17.1193,3991404
2025-07-16,D002,演示保险,17.2195,17.423,17.0839,17.2869,3231791
2025-07-17,D002,演示保险,17.4484,17.7579,17.2495,17.5577,7193668
2025-07-18,D002,演示保险,17.5919,17.6843,17.5224,17.6147,3327901
2025-07-21,D002,演示保险,17.5017,17.6485,17.281,17.4272,4071101
2025-07-22,D002,演示保险,17.3237,17.4608,17.1188,17.2554,3377506
2025-07-23,D002,演示保险,17.3465,17.5349,17.2199,17.4078,6587107
2025-07-24,D002,演示保险,17.4361,17.5182,17.3729,17.4549,4767608
2025-07-25,D002,演示保险,17.4765,17.5474,17.4199,17.4908,5726579
2025-07-28,D002,演示保险,17.5396,17.6566,17.4555,17.5723,2185317
2025-07-29,D002,演示保险,17.6961,17.9408,17.5355,17.7795,5900863
2025-07-30,D002,演示保险,17.8983,18.1349,17.7424,17.9783,5827603
2025-07-31,D002,演示保险,18.0109,18.1016,17.9422,18.0327,4981543
2025-08-01,D002,演示保险,18.141,18.36,17.9954,18.2139,2793022
2025-08-04,D002,演示保险,18.1125,18.2491,17.9094,18.0455,4845213
2025-08-05,D002,演示保险,18.2258,18.5692,18.0061,18.348,5199071
2025-08-06,D002,演示保险,18.2273,18.3831,17.9926,18.1477,7295582
2025-08-07,D002,演示保险,18.3,18.595,18.109,18.4029,4463619
2025-08-08,D002,演示保险,18.3985,18.4397,18.3543,18.3955,3363068
2025-08-11,D002,演示保险,18.4057,18.4594,18.3587,18.4124,3030205
2025-08-12,D002,演示保险,18.3865,18.4491,18.3066,18.3692,5482309
2025-08-13,D002,演示保险,18.3645,18.406,18.32,18.3614,6891097
2025-08-14,D002,演示保险,18.4056,18.5166,18.3244,18.4352,3741964
2025-08-15,D002,演示保险,18.4093,18.472,18.3293,18.392,3420181
2025-08-18,D002,演示保险,18.5015,18.7235,18.3539,18.5753,3006732
2025-08-19,D002,演示保险,18.6766,18.8848,18.537,18.7447,2185610
2025-08-20,D002,演示保险,18.7637,18.8328,18.7072,18.7763,3832757
2025-08-21,D002,演示保险,18.7236,18.8135,18.5989,18.6886,5530609
2025-08-22,D002,演示保险,18.5701,18.7245,18.3383,18.492,4278663
2025-08-25,D002,演示保险,18.4269,18.5285,18.2826,18.3838,4050328
2025-08-26,D002,演示保险,18.3045,18.4199,18.137,18.252,3811260
2025-08-27,D002,演示保险,18.4013,18.6914,18.2132,18.5022,3717222
2025-08-28,D002,演示保险,18.4639,18.539,18.3635,18.4385,7154903
2025-08-29,D002,演示保险,18.4371,18.4754,18.3979,18.4362,5184924
2025-09-01,D002,演示保险,18.5533,18.7885,18.3978,18.6323,2849126
2025-09-02,D002,演示保险,18.7046,18.8636,18.5944,18.7531,6220335
2025-09-03,D002,演示保险,18.7226,18.7905,18.6346,18.7024,5613698
2025-09-04,D002,演示保险,18.5907,18.7385,18.3698,18.517,6278847
2025-09-05,D002,演示保险,18.6687,18.9634,18.4776,18.7712,7886289
2025-09-08,D002,演示保险,18.6725,18.8077,18.4725,18.6073,5087177
2025-09-09,D002,演示保险,18.7243,18.9596,18.5686,18.8032,3863226
2025-09-10,D002,演示保险,18.8322,18.9183,18.7655,18.8515,3392970
2025-09-11,D002,演示保险,18.7805,18.8886,18.6254,18.7334,9817745
2025-09-12,D002,演示保险,18.6433,18.7699,18.4575,18.5837,4728963
2025-09-15,D002,演示保险,18.6066,18.682,18.5465,18.6218,5662905
2025-09-16,D002,演示保险,18.8148,19.1811,18.5809,18.9456,3370065
2025-09-17,D002,演示保险,18.7408,18.9794,18.3698,18.6067,2867365
2025-09-18,D002,演示保险,18.6649,18.7999,18.569,18.7039,7303236
2025-09-19,D002,演示保险,18.5104,18.7376,18.1579,18.3836,7966973
2025-09-22,D002,演示保险,18.2547,18.4186,18.0066,18.1698,4168976
2025-09-23,D002,演示保险,18.1635,18.2061,18.1166,18.1593,5376564
2025-09-24,D002,演示保险,18.1212,18.1954,18.0218,18.0959,5664223
2025-09-25,D002,演示保险,17.8791,18.1273,17.4912,17.7375,3120694
2025-09-26,D002,演示保险,17.636,17.7718,17.4337,17.5689,9439948
2025-09-29,D002,演示保险,17.5395,17.6039,17.4555,17.5199,4688975
2025-09-30,D002,演示保险,17.5673,17.6819,17.4845,17.599,11188967
2025-10-01,D002,演示保险,17.5668,17.634,17.4782,17.5454,5116911
2025-10-02,D002,演示保险,17.4445,17.5793,17.2436,17.3779,2585589
2025-10-03,D002,演示保险,17.1274,17.4062,16.6882,16.9644,4923215
2025-10-06,D002,演示保险,17.0707,17.2845,16.9291,17.1423,3833191
2025-10-07,D002,演示保险,17.2306,17.4139,17.1071,17.29,3396596
2025-10-08,D002,演示保险,17.3932,17.6023,17.2542,17.4627,8369985
2025-10-09,D002,演示保险,17.4529,17.4976,17.4017,17.4464,4673982
2025-10-10,D002,演示保险,17.5624,17.7937,17.41,17.6406,5754607
2025-10-13,D002,演示保险,17.7906,18.0808,17.6029,17.892,3834129
2025-10-14,D002,演示保险,18.0529,18.3623,17.8535,18.1617,3887913
2025-10-15,D002,演示保险,18.0228,18.196,17.759,17.9314,6590693
2025-10-16,D002,演示保险,17.8958,17.967,17.801,17.8722,3374272
2025-10-17,D002,演示保险,17.926,18.0522,17.836,17.9621,4500442
2025-10-20,D002,演示保险,17.9484,17.998,17.8897,17.9393,5226954
2025-10-21,D002,演示保险,17.9044,17.975,17.8108,17.8813,7327025
2025-10-22,D002,演示保险,17.7195,17.9143,17.4197,17.6133,4795052
2025-10-23,D002,演示保险,17.5933,17.6484,17.525,17.58,4633061
2025-10-24,D002,演示保险,17.5709,17.6152,17.5206,17.5648,3806924
2025-10-27,D002,演示保险,17.6765,17.9007,17.5283,17.7518,5364426
2025-10-28,D002,演示保险,17.8894,18.1583,17.7142,17.9823,2603729
2025-10-29,D002,演示保险,17.9942,18.0502,17.9463,18.0022,6357334
2025-10-30,D002,演示保险,18.0431,18.1478,17.966,18.0705,3555398
2025-10-31,D002,演示保险,17.9894,18.1059,17.8195,17.9357,2828272
2025-11-03,D002,演示保险,17.8099,17.9698,17.5677,17.727,5518593
2025-11-04,D002,演示保险,17.7731,17.886,17.6912,17.804,6959322
2025-11-05,D002,演示保险,17.8306,17.9108,17.7683,17.8484,4701977
2025-11-06,D002,演示保险,17.9397,18.1295,17.8117,18.0011,3752076
2025-11-07,D002,演示保险,17.8265,18.0339,17.5058,17.7119,6737785
2025-11-10,D002,演示保险,17.6789,17.7472,17.5889,17.657,4796221
2025-11-11,D002,演示保险,17.6811,17.7567,17.6216,17.6972,5086166
2025-11-12,D002,演示保险,17.8439,18.1285,17.6594,17.9431,4820196
2025-11-13,D002,演示保险,18.0317,18.2171,17.9063,18.0913,3325360
2025-11-14,D002,演示保险,18.1336,18.2407,18.0549,18.1618,5494590
2025-11-17,D002,演示保险,18.1296,18.198,18.0399,18.1082,4768201
2025-11-18,D002,演示保险,18.151,18.2589,18.0717,18.1796,5744825
2025-11-19,D002,演示保险,18.2612,18.4351,18.1424,18.316,4985778
2025-11-20,D002,演示保险,18.2383,18.3519,18.0735,18.1868,3851719
2025-11-21,D002,演示保险,18.1912,18.2349,18.1505,18.1941,3639339
2025-11-24,D002,演示保险,18.1957,18.2348,18.1577,18.1968,6352124
2025-11-25,D002,演示保险,18.1338,18.2327,17.9934,18.0921,5597795
2025-11-26,D002,演示保险,17.9818,18.1269,17.7646,17.9091,3358640
2025-11-27,D002,演示保险,17.9115,17.9515,17.8732,17.9132,2636031
2025-11-28,D002,演示保险,18.0645,18.3574,17.8749,18.1668,2381901
2025-12-01,D002,演示保险,18.1297,18.2029,18.0319,18.105,4710696
2025-12-02,D002,演示保险,18.17,18.3155,18.0683,18.2136,4046462
2025-12-03,D002,演示保险,18.0782,18.2481,17.8201,17.9891,4034223
2025-12-04,D002,演示保险,17.9493,18.0249,17.8474,17.9229,3112302
2025-12-05,D002,演示保险,18.0823,18.3894,17.8843,18.1902,3744842
2024-01-02,D003,演示证券,9.5,9.6848,9.3152,9.5,3111722
2024-01-03,D003,演示证券,9.544,9.6371,9.4806,9.5735,4045841
2024-01-04,D003,演示证券,9.4486,9.5897,9.2273,9.3671,5940190
2024-01-05,D003,演示证券,9.4561,9.6263,9.3468,9.5163,4317104
2024-01-08,D003,演示证券,9.4482,9.5344,9.3175,9.4033,5564750
2024-01-09,D003,演示证券,9.3498,9.4215,9.2431,9.3145,4224558
2024-01-10,D003,演示证券,9.1768,9.3295,8.936,9.0872,7966691
2024-01-11,D003,演示证券,9.1901,9.3841,9.0669,9.2599,2351673
2024-01-12,D003,演示证券,9.2162,9.278,9.1256,9.1872,5754052
2024-01-15,D003,演示证券,9.2258,9.3092,9.1685,9.2517,3535469
2024-01-16,D003,演示证券,9.2896,9.3719,9.2329,9.315,2357269
2024-01-17,D003,演示证券,9.2827,9.3334,9.2106,9.2612,7893316
2024-01-18,D003,演示证券,9.3646,9.5598,9.2405,9.4348,3207130
2024-01-19,D003,演示证券,9.3445,9.4521,9.1785,9.2853,2293707
2024-01-22,D003,演示证券,9.3567,9.4964,9.2657,9.4049,3306609
2024-01-23,D003,演示证券,9.4306,9.4927,9.3859,9.4479,4804206
2024-01-24,D003,演示证券,9.4533,9.4813,9.429,9.4569,3067481
2024-01-25,D003,演示证券,9.4074,9.4753,9.3069,9.3746,1663454
2024-01-26,D003,演示证券,9.383,9.4157,9.3559,9.3886,2347367
2024-01-29,D003,演示证券,9.3716,9.4073,9.3246,9.3602,3719753
2024-01-30,D003,演示证券,9.3775,9.4252,9.3414,9.3891,3118033
2024-01-31,D003,演示证券,9.4126,9.4709,9.3702,9.4284,2616295
2024-02-01,D003,演示证券,9.5145,9.68,9.408,9.5728,3170965
2024-02-02,D003,演示证券,9.5859,9.6268,9.5536,9.5945,3647772
2024-02-05,D003,演示证券,9.6085,9.651,9.5753,9.6178,2945171
2024-02-06,D003,演示证券,9.5975,9.6369,9.5446,9.584,4217950
2024-02-07,D003,演示证券,9.5068,9.602,9.3614,9.4561,7787561
2024-02-08,D003,演示证券,9.304,9.4706,9.0405,9.2053,3472765
2024-02-09,D003,演示证券,9.1799,9.2236,9.1195,9.1631,2246368
2024-02-12,D003,演示证券,9.2376,9.3825,9.1436,9.288,3737795
2024-02-13,D003,演示证券,9.2891,9.3095,9.2694,9.2898,4221902
2024-02-14,D003,演示证券,9.2991,9.3332,9.2712,9.3053,2230684
2024-02-15,D003,演示证券,9.3374,9.4101,9.2865,9.359,3614497
2024-02-16,D003,演示证券,9.2362,9.3748,9.0188,9.1561,2849888
2024-02-19,D003,演示证券,9.1168,9.1741,9.0336,9.0907,2466037
2024-02-20,D003,演示证券,9.0045,9.1074,8.8457,8.948,7007350
2024-02-21,D003,演示证券,8.8545,8.9641,8.6845,8.7933,4160599
2024-02-22,D003,演示证券,8.7945,8.8142,8.7757,8.7954,5967181
2024-02-23,D003,演示证券,8.8117,8.8567,8.7777,8.8226,3266727
2024-02-26,D003,演示证券,8.8983,9.0445,8.8038,8.9494,5186338
2024-02-27,D003,演示证券,8.956,8.9848,8.9315,8.9603,2911114
2024-02-28,D003,演示证券,8.8348,8.9751,8.6142,8.7531,2517200
2024-02-29,D003,演示证券,8.6909,8.7698,8.5713,8.6499,5596942
2024-03-01,D003,演示证券,8.6872,8.7674,8.6322,8.7123,2786419
2024-03-04,D003,演示证券,8.7137,8.7334,8.6948,8.7146,4579587
2024-03-05,D003,演示证券,8.6308,8.7305,8.4767,8.5758,5020392
2024-03-06,D003,演示证券,8.4957,8.5916,8.3478,8.4431,3139466
2024-03-07,D003,演示证券,8.4905,8.5876,8.4256,8.5225,3438233
2024-03-08,D003,演示证券,8.7043,9.0386,8.4985,8.8298,2426533
2024-03-11,D003,演示证券,8.8448,8.8876,8.8121,8.8548,4813025
2024-03-12,D003,演示证券,8.8067,8.872,8.7099,8.775,3290619
2024-03-13,D003,演示证券,8.8544,9.0071,8.756,8.9081,5484832
2024-03-14,D003,演示证券,9.0634,9.35,8.8854,9.1699,2625724
2024-03-15,D003,演示证券,9.146,9.1881,9.0881,9.1301,2820250
2024-03-18,D003,演示证券,9.0284,9.1463,8.8448,8.9618,4022309
2024-03-19,D003,演示证券,8.9439,8.9797,8.8962,8.932,4612231
2024-03-20,D003,演示证券,8.8475,8.9483,8.6918,8.792,3320659
2024-03-21,D003,演示证券,8.9857,9.3417,8.7668,9.1196,8627779
2024-03-22,D003,演示证券,9.1465,9.2098,9.1012,9.1645,2893991
2024-03-25,D003,演示证券,9.1487,9.1827,9.1044,9.1383,4093276
2024-03-26,D003,演示证券,9.3233,9.6636,9.1133,9.4508,3140763
2024-03-27,D003,演示证券,9.405,9.4693,9.3108,9.3748,2307683
2024-03-28,D003,演示证券,9.3616,9.3935,9.321,9.3528,3126050
2024-03-29,D003,演示证券,9.4343,9.5914,9.3328,9.4893,2669784
2024-04-01,D003,演示证券,9.5195,9.5891,9.4701,9.5396,5205454
2024-04-02,D003,演示证券,9.5685,9.6361,9.5204,9.5879,4032933
2024-04-03,D003,演示证券,9.7555,10.0649,9.5634,9.8706,2565093
2024-04-04,D003,演示证券,9.8467,9.8902,9.7874,9.8308,4677231
2024-04-05,D003,演示证券,9.9617,10.206,9.808,10.0509,2813535
2024-04-08,D003,演示证券,10.0486,10.071,10.0248,10.0471,2410989
2024-04-09,D003,演示证券,10.0519,10.0799,10.027,10.0551,3599071
2024-04-10,D003,演示证券,10.1067,10.2139,10.0344,10.1414,3237113
2024-04-11,D003,演示证券,10.1878,10.2864,10.1207,10.2191,3018513
2024-04-12,D003,演示证券,10.2009,10.2394,10.1503,10.1888,9373506
2024-04-15,D003,演示证券,10.1518,10.2089,10.0703,10.1272,4250676
2024-04-16,D003,演示证券,9.857,10.1351,9.4116,9.6848,2392579
2024-04-17,D003,演示证券,9.7172,9.791,9.6652,9.7389,4092056
2024-04-18,D003,演示证券,9.6976,9.758,9.6101,9.6703,3836609
